feature,rank_shap,shap_importance,model
0_Entropy,5,1.2209153837547502,XGBoost
0_Slope,6,1.0875204539604,XGBoost
0_Spectral variation,7,1.048388129678948,XGBoost
0_Absolute energy,8,0.882976920117512,XGBoost
0_Interquartile range,9,0.7340364901746607,XGBoost
0_MFCC_0,10,0.6274800357707707,XGBoost
0_Fundamental frequency,11,0.6059650033850765,XGBoost
0_Mean diff,12,0.5500186121363231,XGBoost
0_LPCC_1,13,0.5145309896827244,XGBoost
0_MFCC_8,14,0.4995671243362521,XGBoost
0_LPCC_0,15,0.4625042342564286,XGBoost
0_ECDF Percentile_0,16,0.4280290877852089,XGBoost
0_LPCC_5,17,0.3508796531972737,XGBoost
0_Median,18,0.3449067251390816,XGBoost
0_Spectral positive turning points,19,0.2908383531833864,XGBoost
0_LPCC_6,20,0.2628394701038196,XGBoost
0_Wavelet entropy,21,0.253473133757139,XGBoost
0_MFCC_9,22,0.2407359724688995,XGBoost
0_MFCC_4,23,0.2403828538362746,XGBoost
0_Wavelet energy_125000000.0Hz,24,0.2278294758106008,XGBoost
0_MFCC_10,25,0.1861087804414783,XGBoost
0_MFCC_5,26,0.1857543521123395,XGBoost
0_Max,27,0.1683730567534574,XGBoost
0_Wavelet absolute mean_125000000.0Hz,28,0.1682751921963451,XGBoost
0_Zero crossing rate,29,0.1596549259348365,XGBoost
0_ECDF Percentile_1,30,0.1463437454565254,XGBoost
0_MFCC_11,31,0.1325457765232519,XGBoost
0_Mean,32,0.125111337350142,XGBoost
0_Wavelet absolute mean_27777777.78Hz,33,0.1229372274508801,XGBoost
0_Negative turning points,34,0.0994344123152046,XGBoost
0_Spectral decrease,35,0.088186806313416,XGBoost
0_Maximum frequency,36,0.066947869148053,XGBoost
0_Neighbourhood peaks,37,0.0641818704376385,XGBoost
0_Median absolute diff,38,0.0280329901034012,XGBoost
0_Median frequency,39,0.0260022437636468,XGBoost
0_Median diff,40,7.60032453884681e-07,XGBoost
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_Peak to peak distance,1,10.51556446070251,SVR
0_Spectral variation,2,9.543557892118333,SVR
0_ECDF Percentile_0,3,9.119508331530012,SVR
0_Interquartile range,4,8.968999214187164,SVR
0_Spectral entropy,5,8.923586565050107,SVR
0_LPCC_0,6,8.845867880276193,SVR
0_Spectral decrease,7,8.68308812405351,SVR
0_Mean diff,8,7.882781629170466,SVR
0_Absolute energy,9,7.737503863738348,SVR
0_Median,10,7.480891002640648,SVR
0_Wavelet absolute mean_27777777.78Hz,11,5.534198156587928,SVR
0_Wavelet absolute mean_125000000.0Hz,12,4.348100276440758,SVR
0_MFCC_11,13,3.309265035727816,SVR
0_Slope,14,3.305790495991367,SVR
0_Max,15,2.9217419475234085,SVR
0_Autocorrelation,16,2.003534610154799,SVR
0_Mean,17,1.7519358988530822,SVR
0_MFCC_9,18,1.0759115404099506,SVR
0_MFCC_8,19,0.7820012519709298,SVR
0_MFCC_5,20,0.7549900345948811,SVR
0_Wavelet entropy,21,0.4327602656489565,SVR
0_Wavelet energy_125000000.0Hz,22,0.4114285975347687,SVR
0_MFCC_4,23,0.2023961203197142,SVR
0_MFCC_10,24,0.0832848885059792,SVR
0_LPCC_5,25,0.0614322511917534,SVR
0_Spectral roll-on,26,0.0429150808825866,SVR
0_Maximum frequency,27,0.0291573589728357,SVR
0_MFCC_0,28,0.0154670237090239,SVR
0_LPCC_1,29,0.0,SVR
0_Fundamental frequency,30,0.0,SVR
0_ECDF Percentile_1,31,0.0,SVR
0_Histogram mode,32,0.0,SVR
0_Entropy,33,0.0,SVR
0_LPCC_6,34,0.0,SVR
0_Median diff,35,0.0,SVR
0_Median absolute diff,36,0.0,SVR
0_Negative turning points,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Median frequency,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,16.819006109796156,Random Forest
0_Spectral entropy,2,7.7501105898770355,Random Forest
0_Absolute energy,3,6.620720187408714,Random Forest
0_Entropy,4,5.280463301561339,Random Forest
0_Autocorrelation,5,5.105449820204779,Random Forest
0_Interquartile range,6,4.895854021472748,Random Forest
0_Spectral variation,7,4.748310243622292,Random Forest
0_Wavelet energy_125000000.0Hz,8,3.3095063437153573,Random Forest
0_ECDF Percentile_0,9,2.580771293430846,Random Forest
0_Histogram mode,10,2.546034524858402,Random Forest
0_MFCC_11,11,1.8774777210633595,Random Forest
0_Wavelet absolute mean_125000000.0Hz,12,1.6808996459524146,Random Forest
0_Wavelet absolute mean_27777777.78Hz,13,1.6594736843685465,Random Forest
0_LPCC_0,14,1.0680228575321848,Random Forest
0_Mean diff,15,1.0158718243150968,Random Forest
0_MFCC_9,16,0.958823644816239,Random Forest
0_MFCC_0,17,0.9449792819335904,Random Forest
0_Fundamental frequency,18,0.846752984539792,Random Forest
0_Slope,19,0.7673515310201795,Random Forest
0_ECDF Percentile_1,20,0.7240597116056522,Random Forest
0_MFCC_8,21,0.6109848639251043,Random Forest
0_Wavelet entropy,22,0.5894388840116408,Random Forest
0_Median frequency,23,0.5800655069043552,Random Forest
0_MFCC_10,24,0.5475280287016803,Random Forest
0_Maximum frequency,25,0.4204434933772621,Random Forest
0_Median,26,0.4137829968925099,Random Forest
0_Mean,27,0.3809904163256288,Random Forest
0_Spectral decrease,28,0.3421928578891325,Random Forest
0_Max,29,0.3257959448585907,Random Forest
0_MFCC_5,30,0.2959410768439217,Random Forest
0_LPCC_5,31,0.2804759845730693,Random Forest
0_LPCC_1,32,0.229698031674372,Random Forest
0_Zero crossing rate,33,0.1951799637606678,Random Forest
0_LPCC_6,34,0.1870800268172597,Random Forest
0_MFCC_4,35,0.1825468501279596,Random Forest
0_Median absolute diff,36,0.1069266447304747,Random Forest
0_Spectral positive turning points,37,0.0681469892286229,Random Forest
0_Negative turning points,38,0.0229059677871565,Random Forest
0_Spectral roll-on,39,0.015898389750719,Random Forest
0_Power bandwidth,40,0.0148926476892083,Random Forest
0_Neighbourhood peaks,41,0.0090791714114447,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,149791781.53214556,Bayesian Ridge
0_Median frequency,2,4787525.105314125,Bayesian Ridge
0_Power bandwidth,3,2313770.7249561306,Bayesian Ridge
0_Spectral roll-on,4,1094182.3812782324,Bayesian Ridge
0_Fundamental frequency,5,490494.1877629878,Bayesian Ridge
0_MFCC_9,6,1390.1461218372167,Bayesian Ridge
0_MFCC_4,7,1374.1889757236993,Bayesian Ridge
0_MFCC_5,8,1336.9201997781008,Bayesian Ridge
0_MFCC_11,9,923.0787804901272,Bayesian Ridge
0_MFCC_10,10,484.4171575831792,Bayesian Ridge
0_MFCC_8,11,226.39699703179227,Bayesian Ridge
0_MFCC_0,12,209.19857617263773,Bayesian Ridge
0_Absolute energy,13,50.07098084747437,Bayesian Ridge
0_Spectral decrease,14,8.102008246022347,Bayesian Ridge
0_Peak to peak distance,15,7.221153162331545,Bayesian Ridge
0_Autocorrelation,16,4.38413750017286,Bayesian Ridge
0_Spectral positive turning points,17,4.166573121443449,Bayesian Ridge
0_ECDF Percentile_0,18,3.4851254470806405,Bayesian Ridge
0_Mean,19,2.195865858957347,Bayesian Ridge
0_Max,20,2.1785675317501125,Bayesian Ridge
0_ECDF Percentile_1,21,1.264624801901959,Bayesian Ridge
0_Median,22,0.7662796647871911,Bayesian Ridge
0_Interquartile range,23,0.3910371179471313,Bayesian Ridge
0_Zero crossing rate,24,0.3040809381501455,Bayesian Ridge
0_Spectral variation,25,0.2324737592169003,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,26,0.1911419524398529,Bayesian Ridge
0_Negative turning points,27,0.1891208807991688,Bayesian Ridge
0_Neighbourhood peaks,28,0.183764086316643,Bayesian Ridge
0_Spectral entropy,29,0.1748120932968897,Bayesian Ridge
0_LPCC_0,30,0.1047277973391657,Bayesian Ridge
0_Entropy,31,0.1008518901102582,Bayesian Ridge
0_Histogram mode,32,0.0997036712245104,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,33,0.0562498430549113,Bayesian Ridge
0_Wavelet entropy,34,0.0357439105499539,Bayesian Ridge
0_LPCC_1,35,0.0287973032849997,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,36,0.0124779765857656,Bayesian Ridge
0_Slope,37,0.0106170581096799,Bayesian Ridge
0_Mean diff,38,0.0068057922160915,Bayesian Ridge
0_LPCC_6,39,0.0036557834957949,Bayesian Ridge
0_Median absolute diff,40,0.0026322381506774,Bayesian Ridge
0_LPCC_5,41,0.0010449848642046,Bayesian Ridge
0_Median diff,42,0.0,Bayesian Ridge
0_Peak to peak distance,1,35.83075962485528,XGBoost
0_Spectral entropy,2,15.583484825482346,XGBoost
0_Autocorrelation,3,14.294728353308388,XGBoost
0_Interquartile range,4,4.373566290188581,XGBoost
0_Spectral variation,5,3.735075936664485,XGBoost
0_Histogram mode,6,1.8169011353603248,XGBoost
0_Entropy,7,1.6782263812362526,XGBoost
0_Max,8,1.5752430531889825,XGBoost
0_MFCC_0,9,1.5541552587085716,XGBoost
0_MFCC_9,10,1.385543715371844,XGBoost
0_Mean diff,11,1.1274675351499273,XGBoost
0_Wavelet energy_125000000.0Hz,12,1.0467940807134533,XGBoost
0_Wavelet entropy,13,0.8951463224814818,XGBoost
0_Absolute energy,14,0.8372495426425713,XGBoost
0_MFCC_5,15,0.7392156213790178,XGBoost
0_Wavelet absolute mean_125000000.0Hz,16,0.7074409811705039,XGBoost
0_MFCC_10,17,0.6987130552900022,XGBoost
0_MFCC_4,18,0.6633177435168378,XGBoost
0_Spectral positive turning points,19,0.5931185135995968,XGBoost
0_LPCC_0,20,0.5642986657823125,XGBoost
0_Fundamental frequency,21,0.5283906859397891,XGBoost
0_ECDF Percentile_0,22,0.4566925561143704,XGBoost
0_Median,23,0.4463191189315634,XGBoost
0_LPCC_5,24,0.4353975742865354,XGBoost
0_LPCC_1,25,0.4296993223411187,XGBoost
0_Wavelet absolute mean_27777777.78Hz,26,0.3996546818833177,XGBoost
0_Slope,27,0.3970928266980994,XGBoost
0_MFCC_8,28,0.3493414934728295,XGBoost
0_LPCC_6,29,0.3345274044219095,XGBoost
0_MFCC_11,30,0.325666974665721,XGBoost
0_Spectral decrease,31,0.2729745404623449,XGBoost
0_Maximum frequency,32,0.2660378580804294,XGBoost
0_Mean,33,0.2614511871493732,XGBoost
0_Neighbourhood peaks,34,0.1831951703673849,XGBoost
0_Negative turning points,35,0.1508861513049652,XGBoost
0_ECDF Percentile_1,36,0.1307374609527489,XGBoost
0_Zero crossing rate,37,0.0624366237056752,XGBoost
0_Median absolute diff,38,0.0311493546028932,XGBoost
0_Median frequency,39,0.0010764413744211,XGBoost
0_Median diff,40,0.0,XGBoost
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_Peak to peak distance,1,10.490037107560044,SVR
0_Median,2,10.474462567228736,SVR
0_ECDF Percentile_0,3,10.45095886397458,SVR
0_Spectral entropy,4,10.39151981617922,SVR
0_Spectral variation,5,9.942653529377584,SVR
0_Mean diff,6,8.566719806513746,SVR
0_LPCC_0,7,7.409294405595364,SVR
0_Interquartile range,8,7.351098786414485,SVR
0_Wavelet absolute mean_27777777.78Hz,9,6.096440166027278,SVR
0_Absolute energy,10,4.9832531500471005,SVR
0_Slope,11,4.898482972674006,SVR
0_Spectral decrease,12,4.84419146392222,SVR
0_Max,13,4.779816896940708,SVR
0_Wavelet absolute mean_125000000.0Hz,14,3.828909942003877,SVR
0_MFCC_5,15,3.2589056776086096,SVR
0_MFCC_11,16,2.3112866212287426,SVR
0_Autocorrelation,17,1.4299876051796443,SVR
0_Wavelet entropy,18,0.9111429038075776,SVR
0_Mean,19,0.805839032848644,SVR
0_Maximum frequency,20,0.7129292705445446,SVR
0_MFCC_9,21,0.6888923011716656,SVR
0_MFCC_0,22,0.4700256118250004,SVR
0_MFCC_10,23,0.316246145259707,SVR
0_MFCC_4,24,0.3151830659244203,SVR
0_Median diff,25,0.1524396518374752,SVR
0_Wavelet energy_125000000.0Hz,26,0.1095446129932061,SVR
0_Fundamental frequency,27,0.0626578214283909,SVR
0_LPCC_1,28,0.0406561568865024,SVR
0_ECDF Percentile_1,29,0.0256032088111403,SVR
0_Entropy,30,0.0,SVR
0_Histogram mode,31,0.0,SVR
0_LPCC_6,32,0.0,SVR
0_LPCC_5,33,0.0,SVR
0_MFCC_8,34,0.0,SVR
0_Median absolute diff,35,0.0,SVR
0_Median frequency,36,0.0,SVR
0_Negative turning points,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Spectral roll-on,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,14.028065205231496,Random Forest
0_Absolute energy,2,7.228395511149241,Random Forest
0_Spectral entropy,3,6.979030952234383,Random Forest
0_Interquartile range,4,6.223947166817913,Random Forest
0_Spectral variation,5,5.636262946355216,Random Forest
0_Entropy,6,4.888187331770734,Random Forest
0_Wavelet energy_125000000.0Hz,7,3.722497111377804,Random Forest
0_Autocorrelation,8,3.470142201931589,Random Forest
0_Wavelet absolute mean_125000000.0Hz,9,3.437495182764532,Random Forest
0_Histogram mode,10,3.077996265944466,Random Forest
0_ECDF Percentile_0,11,2.5810854126919054,Random Forest
0_MFCC_11,12,1.4467689866323643,Random Forest
0_Slope,13,1.3633692077249286,Random Forest
0_Mean diff,14,1.315888686163661,Random Forest
0_Wavelet absolute mean_27777777.78Hz,15,1.1377396208258963,Random Forest
0_ECDF Percentile_1,16,0.949354450827216,Random Forest
0_LPCC_0,17,0.916206149232884,Random Forest
0_Fundamental frequency,18,0.9010654020311308,Random Forest
0_MFCC_0,19,0.8506975167904668,Random Forest
0_MFCC_10,20,0.7140989179453502,Random Forest
0_Wavelet entropy,21,0.7084813229956665,Random Forest
0_MFCC_9,22,0.5325714362973346,Random Forest
0_MFCC_8,23,0.5318624565867085,Random Forest
0_Max,24,0.5180977050877489,Random Forest
0_Median frequency,25,0.505497059110304,Random Forest
0_MFCC_5,26,0.462706512121173,Random Forest
0_Maximum frequency,27,0.3751709361533323,Random Forest
0_LPCC_5,28,0.3633940329146881,Random Forest
0_LPCC_6,29,0.3421486149240285,Random Forest
0_Spectral decrease,30,0.3302379029265294,Random Forest
0_Median,31,0.2915346547958131,Random Forest
0_LPCC_1,32,0.2283272768366461,Random Forest
0_Zero crossing rate,33,0.2181875020563912,Random Forest
0_MFCC_4,34,0.1448584449026733,Random Forest
0_Spectral positive turning points,35,0.1369713803301254,Random Forest
0_Mean,36,0.1003933784779782,Random Forest
0_Power bandwidth,37,0.0753147742047905,Random Forest
0_Median absolute diff,38,0.0265729871782163,Random Forest
0_Neighbourhood peaks,39,0.0196384906704227,Random Forest
0_Spectral roll-on,40,0.018122142129143,Random Forest
0_Negative turning points,41,0.0085053717421988,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,6909932.669355982,Bayesian Ridge
0_Power bandwidth,2,1209831.1836752046,Bayesian Ridge
0_Fundamental frequency,3,1091630.4653848468,Bayesian Ridge
0_Spectral roll-on,4,960154.1837613622,Bayesian Ridge
0_Median frequency,5,489158.86403205246,Bayesian Ridge
0_MFCC_9,6,1345.1232207556848,Bayesian Ridge
0_MFCC_4,7,1268.9043772815644,Bayesian Ridge
0_MFCC_5,8,1111.5558412867354,Bayesian Ridge
0_MFCC_11,9,1013.246350300004,Bayesian Ridge
0_MFCC_8,10,457.43608610259474,Bayesian Ridge
0_MFCC_10,11,358.5370444704346,Bayesian Ridge
0_MFCC_0,12,151.36893380123237,Bayesian Ridge
0_Absolute energy,13,88.17796442586999,Bayesian Ridge
0_Peak to peak distance,14,7.449991664220149,Bayesian Ridge
0_Autocorrelation,15,5.108932460845483,Bayesian Ridge
0_Spectral decrease,16,4.179948345494365,Bayesian Ridge
0_Spectral positive turning points,17,4.053566012073158,Bayesian Ridge
0_ECDF Percentile_0,18,3.911185652146805,Bayesian Ridge
0_ECDF Percentile_1,19,3.000831789628503,Bayesian Ridge
0_Max,20,2.1923714846907942,Bayesian Ridge
0_Mean,21,2.145039075108593,Bayesian Ridge
0_Median,22,0.9950195289147198,Bayesian Ridge
0_Interquartile range,23,0.9641840284005962,Bayesian Ridge
0_Zero crossing rate,24,0.820412239087295,Bayesian Ridge
0_Negative turning points,25,0.3335539412611791,Bayesian Ridge
0_Spectral variation,26,0.2651316348147772,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,27,0.1974185287012806,Bayesian Ridge
0_Spectral entropy,28,0.1458815819785696,Bayesian Ridge
0_Histogram mode,29,0.1441670340177359,Bayesian Ridge
0_LPCC_0,30,0.0870232362157109,Bayesian Ridge
0_Entropy,31,0.0723562913197652,Bayesian Ridge
0_LPCC_1,32,0.0640151322131776,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,33,0.0458155144908896,Bayesian Ridge
0_Wavelet entropy,34,0.0232711147096112,Bayesian Ridge
0_Slope,35,0.0128060940304885,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,36,0.0088254250978284,Bayesian Ridge
0_Mean diff,37,0.0057840682657391,Bayesian Ridge
0_Neighbourhood peaks,38,0.0019100993920227,Bayesian Ridge
0_LPCC_5,39,0.0010657666824134,Bayesian Ridge
0_Median absolute diff,40,0.0007308290991972,Bayesian Ridge
0_Median diff,41,0.0002727639476715,Bayesian Ridge
0_LPCC_6,42,0.0002614628410615,Bayesian Ridge
0_Peak to peak distance,1,35.02958241053983,XGBoost
0_Spectral entropy,2,17.09155480978719,XGBoost
0_Autocorrelation,3,6.793906643387891,XGBoost
0_Interquartile range,4,5.312507743670791,XGBoost
0_Mean diff,5,3.934078053752021,XGBoost
0_Absolute energy,6,3.8785734382116863,XGBoost
0_Spectral variation,7,2.9963839882530565,XGBoost
0_Entropy,8,1.5678053943630463,XGBoost
0_Slope,9,1.5521447571375255,XGBoost
0_Wavelet absolute mean_125000000.0Hz,10,1.2371169779665772,XGBoost
0_Histogram mode,11,1.2072803764446325,XGBoost
0_Fundamental frequency,12,1.068912297661354,XGBoost
0_LPCC_0,13,1.0113014540873162,XGBoost
0_MFCC_5,14,0.7380437582594963,XGBoost
0_MFCC_10,15,0.6935721164624518,XGBoost
0_Wavelet entropy,16,0.6581481578065703,XGBoost
0_Wavelet absolute mean_27777777.78Hz,17,0.6354394605349749,XGBoost
0_MFCC_11,18,0.5969214058615264,XGBoost
0_Max,19,0.5830200851434533,XGBoost
0_Spectral positive turning points,20,0.5718612877389725,XGBoost
0_Wavelet energy_125000000.0Hz,21,0.5247144920727859,XGBoost
0_ECDF Percentile_1,22,0.4300240831458318,XGBoost
0_LPCC_1,23,0.4066713967022371,XGBoost
0_MFCC_4,24,0.4057522236440952,XGBoost
0_LPCC_6,25,0.4034163137242197,XGBoost
0_Median,26,0.3654905277547735,XGBoost
0_MFCC_9,27,0.3274107623849064,XGBoost
0_LPCC_5,28,0.3130993118582912,XGBoost
0_MFCC_0,29,0.2594784902220282,XGBoost
0_ECDF Percentile_0,30,0.232358480669558,XGBoost
0_Mean,31,0.2028236307636524,XGBoost
0_Zero crossing rate,32,0.1647457065224647,XGBoost
0_Median absolute diff,33,0.1586148602594931,XGBoost
0_Maximum frequency,34,0.145829544513983,XGBoost
0_MFCC_8,35,0.1457408285868665,XGBoost
0_Spectral decrease,36,0.1406397176302348,XGBoost
0_Neighbourhood peaks,37,0.1379739961882433,XGBoost
0_Negative turning points,38,0.0800353952425221,XGBoost
0_Median diff,39,0.0431877112140258,XGBoost
0_Median frequency,40,0.0284565823992093,XGBoost
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_Peak to peak distance,1,9.42765509952488,SVR
0_LPCC_0,2,8.45546006296467,SVR
0_Interquartile range,3,8.314589634931753,SVR
0_Spectral entropy,4,8.244801709116313,SVR
0_Wavelet absolute mean_27777777.78Hz,5,8.163313701050223,SVR
0_Spectral decrease,6,8.160510728985344,SVR
0_Spectral variation,7,7.890729930296708,SVR
0_Median,8,7.617617628490018,SVR
0_ECDF Percentile_0,9,6.050256939500431,SVR
0_Absolute energy,10,5.640264143612647,SVR
0_Mean diff,11,4.960791243759644,SVR
0_Max,12,3.275032120028865,SVR
0_Wavelet absolute mean_125000000.0Hz,13,3.015198383136079,SVR
0_Slope,14,2.883720307062335,SVR
0_MFCC_11,15,2.4056885095840994,SVR
0_Autocorrelation,16,1.9279205565171749,SVR
0_MFCC_5,17,1.7312469384334213,SVR
0_Maximum frequency,18,1.2016865318557102,SVR
0_MFCC_9,19,1.1036531505626843,SVR
0_Mean,20,1.013161527466202,SVR
0_Wavelet entropy,21,0.5824595230903508,SVR
0_ECDF Percentile_1,22,0.5174383031965073,SVR
0_MFCC_10,23,0.4866871835898479,SVR
0_Wavelet energy_125000000.0Hz,24,0.1670563830623799,SVR
0_Median absolute diff,25,0.0804503724219341,SVR
0_MFCC_8,26,0.0550080890887439,SVR
0_MFCC_0,27,0.035217505154154,SVR
0_Histogram mode,28,0.0,SVR
0_Entropy,29,0.0,SVR
0_Fundamental frequency,30,0.0,SVR
0_LPCC_1,31,0.0,SVR
0_LPCC_6,32,0.0,SVR
0_LPCC_5,33,0.0,SVR
0_MFCC_4,34,0.0,SVR
0_Median diff,35,0.0,SVR
0_Median frequency,36,0.0,SVR
0_Negative turning points,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Spectral roll-on,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,18.25435223567964,Random Forest
0_Spectral entropy,2,8.059094626467832,Random Forest
0_Autocorrelation,3,6.252069491157807,Random Forest
0_Absolute energy,4,5.297342536480352,Random Forest
0_Interquartile range,5,4.660345528000779,Random Forest
0_Spectral variation,6,4.466284878116969,Random Forest
0_Entropy,7,4.09120854165107,Random Forest
0_Wavelet energy_125000000.0Hz,8,3.908964285180501,Random Forest
0_ECDF Percentile_0,9,2.9161369470696896,Random Forest
0_Histogram mode,10,2.6556126357410106,Random Forest
0_Wavelet absolute mean_125000000.0Hz,11,2.434710408083039,Random Forest
0_Wavelet absolute mean_27777777.78Hz,12,1.633836450495323,Random Forest
0_MFCC_11,13,1.340430612374594,Random Forest
0_LPCC_0,14,1.1063970610090843,Random Forest
0_Slope,15,0.9666000422815484,Random Forest
0_Median frequency,16,0.9524765867738676,Random Forest
0_Fundamental frequency,17,0.9147968832929928,Random Forest
0_MFCC_8,18,0.8326800429990516,Random Forest
0_Mean diff,19,0.8079312697077167,Random Forest
0_ECDF Percentile_1,20,0.617507233972227,Random Forest
0_Spectral decrease,21,0.6117223892029996,Random Forest
0_MFCC_0,22,0.6074247202572105,Random Forest
0_MFCC_9,23,0.5868647848038624,Random Forest
0_Wavelet entropy,24,0.5564975828209271,Random Forest
0_MFCC_10,25,0.4757049909134704,Random Forest
0_Maximum frequency,26,0.4368198443403779,Random Forest
0_MFCC_5,27,0.3688576573272546,Random Forest
0_Median,28,0.3269359512448311,Random Forest
0_Max,29,0.308017625471577,Random Forest
0_LPCC_1,30,0.2730599749250958,Random Forest
0_LPCC_6,31,0.2622438873638088,Random Forest
0_Zero crossing rate,32,0.2306284487175444,Random Forest
0_MFCC_4,33,0.193241403110822,Random Forest
0_LPCC_5,34,0.1740830440643865,Random Forest
0_Mean,35,0.1728016086261098,Random Forest
0_Spectral roll-on,36,0.1279103447988629,Random Forest
0_Spectral positive turning points,37,0.0838464976377785,Random Forest
0_Negative turning points,38,0.0250550550512969,Random Forest
0_Median absolute diff,39,0.0179932205473383,Random Forest
0_Power bandwidth,40,0.0097220926811297,Random Forest
0_Neighbourhood peaks,41,0.002961484377707,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,195349098.06605208,Bayesian Ridge
0_Median frequency,2,2278160.727441888,Bayesian Ridge
0_Spectral roll-on,3,1252423.9461892906,Bayesian Ridge
0_Power bandwidth,4,1179219.8530339515,Bayesian Ridge
0_Fundamental frequency,5,1077637.3644841176,Bayesian Ridge
0_MFCC_4,6,1055.0641745730131,Bayesian Ridge
0_MFCC_11,7,997.252923282771,Bayesian Ridge
0_MFCC_5,8,830.3651545462315,Bayesian Ridge
0_MFCC_9,9,744.2469086134113,Bayesian Ridge
0_MFCC_8,10,201.92807525704063,Bayesian Ridge
0_MFCC_10,11,168.49052988479897,Bayesian Ridge
0_MFCC_0,12,77.84807508804842,Bayesian Ridge
0_Absolute energy,13,41.18983871574698,Bayesian Ridge
0_Autocorrelation,14,6.340621242578796,Bayesian Ridge
0_Peak to peak distance,15,5.990202538657998,Bayesian Ridge
0_Spectral positive turning points,16,3.3118700637709284,Bayesian Ridge
0_Spectral decrease,17,2.992624253430737,Bayesian Ridge
0_ECDF Percentile_1,18,2.811603674385163,Bayesian Ridge
0_ECDF Percentile_0,19,2.2152414316252336,Bayesian Ridge
0_Mean,20,1.7396032194015902,Bayesian Ridge
0_Max,21,1.6321671441607473,Bayesian Ridge
0_Zero crossing rate,22,0.8673662062908989,Bayesian Ridge
0_Median,23,0.7428644911359051,Bayesian Ridge
0_Interquartile range,24,0.7008130882426831,Bayesian Ridge
0_Spectral variation,25,0.6705386681471404,Bayesian Ridge
0_Negative turning points,26,0.3884278101738032,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,27,0.2849711937092924,Bayesian Ridge
0_Histogram mode,28,0.1794866322305188,Bayesian Ridge
0_LPCC_0,29,0.1307612787226277,Bayesian Ridge
0_Neighbourhood peaks,30,0.1056661764362575,Bayesian Ridge
0_LPCC_1,31,0.0690048918531918,Bayesian Ridge
0_Entropy,32,0.061081756656571,Bayesian Ridge
0_Spectral entropy,33,0.0472493407134706,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,34,0.0444215444357804,Bayesian Ridge
0_LPCC_5,35,0.0220078630295476,Bayesian Ridge
0_LPCC_6,36,0.0119189547894507,Bayesian Ridge
0_Wavelet entropy,37,0.0115899044479194,Bayesian Ridge
0_Slope,38,0.0102958287021446,Bayesian Ridge
0_Mean diff,39,0.0045421497054065,Bayesian Ridge
0_Median absolute diff,40,0.0024066992756048,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,41,0.0004160907080481,Bayesian Ridge
0_Median diff,42,0.0,Bayesian Ridge
0_Peak to peak distance,1,35.90620129771525,XGBoost
0_Spectral entropy,2,17.21697479867433,XGBoost
0_Autocorrelation,3,9.896964471491549,XGBoost
0_Spectral variation,4,3.7385270191970896,XGBoost
0_Absolute energy,5,3.652582044045752,XGBoost
0_Interquartile range,6,3.2596128941650737,XGBoost
0_Mean diff,7,2.690178952413859,XGBoost
0_Entropy,8,2.6652563825151425,XGBoost
0_Fundamental frequency,9,1.0448809815829,XGBoost
0_Wavelet absolute mean_125000000.0Hz,10,0.9646753830871856,XGBoost
0_Histogram mode,11,0.9604445861697196,XGBoost
0_Max,12,0.8490992757868955,XGBoost
0_Wavelet energy_125000000.0Hz,13,0.7553326130366573,XGBoost
0_MFCC_10,14,0.7488679060248038,XGBoost
0_Slope,15,0.7344892320118844,XGBoost
0_MFCC_9,16,0.7233968844725439,XGBoost
0_MFCC_11,17,0.6921192702742914,XGBoost
0_MFCC_8,18,0.6307178382235269,XGBoost
0_Wavelet absolute mean_27777777.78Hz,19,0.5020511495603872,XGBoost
0_MFCC_5,20,0.4507027585484088,XGBoost
0_LPCC_0,21,0.4428959364929546,XGBoost
