feature,rank_shap,shap_importance,model
0_Negative turning points,37,0.0,SVR
0_Median frequency,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Spectral positive turning points,40,0.0,SVR
0_Wavelet energy_125000000.0Hz,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,15.575249581375074,Random Forest
0_Absolute energy,2,8.08180324767609,Random Forest
0_Spectral entropy,3,7.937674080874858,Random Forest
0_Entropy,4,5.596288487183402,Random Forest
0_Interquartile range,5,5.319271231850096,Random Forest
0_Autocorrelation,6,4.978262882974747,Random Forest
0_Spectral variation,7,4.440114143094771,Random Forest
0_Wavelet energy_125000000.0Hz,8,3.5619530077544126,Random Forest
0_ECDF Percentile_0,9,2.7591020394863337,Random Forest
0_Wavelet absolute mean_125000000.0Hz,10,2.6413802686219494,Random Forest
0_MFCC_11,11,2.1388649724002704,Random Forest
0_Histogram mode,12,1.921523133374595,Random Forest
0_LPCC_0,13,1.2446034127912595,Random Forest
0_Wavelet absolute mean_27777777.78Hz,14,1.0433574471511802,Random Forest
0_Fundamental frequency,15,1.0003297742373778,Random Forest
0_MFCC_9,16,0.9350913865259308,Random Forest
0_Mean diff,17,0.8497508094732962,Random Forest
0_Slope,18,0.760848593611278,Random Forest
0_MFCC_8,19,0.7481754321946377,Random Forest
0_ECDF Percentile_1,20,0.7260469938235437,Random Forest
0_Wavelet entropy,21,0.6926487049150978,Random Forest
0_MFCC_0,22,0.6499436655040753,Random Forest
0_Median frequency,23,0.5723921330802919,Random Forest
0_Max,24,0.4437147474404735,Random Forest
0_Median,25,0.410025333750217,Random Forest
0_MFCC_10,26,0.4087648670883074,Random Forest
0_MFCC_5,27,0.382747386596639,Random Forest
0_Spectral decrease,28,0.3665026899921087,Random Forest
0_Maximum frequency,29,0.289651103577786,Random Forest
0_LPCC_1,30,0.287445352184361,Random Forest
0_LPCC_5,31,0.2816010898221361,Random Forest
0_LPCC_6,32,0.2485085787529901,Random Forest
0_Zero crossing rate,33,0.2483283164442051,Random Forest
0_Mean,34,0.2043498977812783,Random Forest
0_MFCC_4,35,0.1084350645720725,Random Forest
0_Spectral positive turning points,36,0.0775713019191132,Random Forest
0_Power bandwidth,37,0.0677866062266131,Random Forest
0_Median absolute diff,38,0.0301236393489875,Random Forest
0_Negative turning points,39,0.0257363237166777,Random Forest
0_Spectral roll-on,40,0.0173945388937989,Random Forest
0_Neighbourhood peaks,41,0.0052843542722364,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,152397077.33223596,Bayesian Ridge
0_Median frequency,2,3063463.836802468,Bayesian Ridge
0_Power bandwidth,3,1651645.3718583698,Bayesian Ridge
0_Spectral roll-on,4,1027578.4224520636,Bayesian Ridge
0_Fundamental frequency,5,755325.7503989626,Bayesian Ridge
0_MFCC_4,6,978.1918176525912,Bayesian Ridge
0_MFCC_11,7,930.5170119929368,Bayesian Ridge
0_MFCC_5,8,739.3097170089517,Bayesian Ridge
0_MFCC_9,9,731.428064080393,Bayesian Ridge
0_MFCC_10,10,249.8884655295952,Bayesian Ridge
0_MFCC_8,11,186.0614464746396,Bayesian Ridge
0_MFCC_0,12,96.61777729505756,Bayesian Ridge
0_Absolute energy,13,34.49849769391785,Bayesian Ridge
0_Spectral decrease,14,11.763389817465862,Bayesian Ridge
0_Peak to peak distance,15,6.848703706705636,Bayesian Ridge
0_Autocorrelation,16,5.313177874826875,Bayesian Ridge
0_Spectral positive turning points,17,4.370267070406281,Bayesian Ridge
0_ECDF Percentile_0,18,2.8956528431476087,Bayesian Ridge
0_Max,19,2.4998542115491063,Bayesian Ridge
0_ECDF Percentile_1,20,2.4253096375374,Bayesian Ridge
0_Mean,21,2.074956110655899,Bayesian Ridge
0_Interquartile range,22,1.467083184997208,Bayesian Ridge
0_Zero crossing rate,23,0.9465371115951188,Bayesian Ridge
0_Spectral variation,24,0.7259470714643542,Bayesian Ridge
0_Median,25,0.6504553265046156,Bayesian Ridge
0_Negative turning points,26,0.3935259817597966,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,27,0.2575878701852175,Bayesian Ridge
0_LPCC_0,28,0.2338178367512271,Bayesian Ridge
0_Histogram mode,29,0.1972200198512089,Bayesian Ridge
0_Neighbourhood peaks,30,0.1340011565751986,Bayesian Ridge
0_Entropy,31,0.0802551847726683,Bayesian Ridge
0_LPCC_1,32,0.040556919904154,Bayesian Ridge
0_LPCC_5,33,0.0385650667446647,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,34,0.0265763716065485,Bayesian Ridge
0_Mean diff,35,0.0092156112175993,Bayesian Ridge
0_Slope,36,0.0085676276846077,Bayesian Ridge
0_LPCC_6,37,0.0057332158208825,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,38,0.0028983499814806,Bayesian Ridge
0_Wavelet entropy,39,0.0026288164278321,Bayesian Ridge
0_Median absolute diff,40,0.0014189720871106,Bayesian Ridge
0_Spectral entropy,41,0.0010569780703118,Bayesian Ridge
0_Median diff,42,5.2850549136675616e-05,Bayesian Ridge
0_Peak to peak distance,1,34.12889421725627,XGBoost
0_Spectral entropy,2,18.84635182482439,XGBoost
0_Autocorrelation,3,11.339957968463931,XGBoost
0_Interquartile range,4,5.914525898342767,XGBoost
0_Entropy,5,3.7585217888923976,XGBoost
0_Absolute energy,6,3.139148275408304,XGBoost
0_Wavelet absolute mean_125000000.0Hz,7,2.4070802123804875,XGBoost
0_Spectral variation,8,2.237237199294629,XGBoost
0_Max,9,1.5143141972158725,XGBoost
0_Histogram mode,10,1.29690530816062,XGBoost
0_ECDF Percentile_1,11,0.9719358212668456,XGBoost
0_Fundamental frequency,12,0.905882251395782,XGBoost
0_MFCC_9,13,0.8932919549652841,XGBoost
0_Wavelet energy_125000000.0Hz,14,0.8924198679818774,XGBoost
0_MFCC_5,15,0.8640335225541769,XGBoost
0_MFCC_11,16,0.7604451428533378,XGBoost
0_Mean diff,17,0.7301852124195236,XGBoost
0_Slope,18,0.6672167370541023,XGBoost
0_MFCC_8,19,0.6260798171083134,XGBoost
0_MFCC_0,20,0.5725157324737559,XGBoost
0_LPCC_0,21,0.541261891532441,XGBoost
0_MFCC_10,22,0.4725246250095467,XGBoost
0_Wavelet entropy,23,0.4545266923695491,XGBoost
0_LPCC_6,24,0.449549228472573,XGBoost
0_Spectral positive turning points,25,0.4408383077477416,XGBoost
0_MFCC_4,26,0.4043909487775992,XGBoost
0_LPCC_1,27,0.393181655014803,XGBoost
0_LPCC_5,28,0.3526200407929718,XGBoost
0_Wavelet absolute mean_27777777.78Hz,29,0.309341666185235,XGBoost
0_ECDF Percentile_0,30,0.2988687475556507,XGBoost
0_Mean,31,0.2928061209185359,XGBoost
0_Median,32,0.2206737062124845,XGBoost
0_Spectral decrease,33,0.1737609606316313,XGBoost
0_Median absolute diff,34,0.1694542033667365,XGBoost
0_Median frequency,35,0.138017705484728,XGBoost
0_Maximum frequency,36,0.0613266477674245,XGBoost
0_Negative turning points,37,0.0420790115309568,XGBoost
0_Neighbourhood peaks,38,0.0061335627963145,XGBoost
0_Median diff,39,0.0,XGBoost
0_Power bandwidth,40,0.0,XGBoost
0_Spectral roll-on,41,0.0,XGBoost
0_Zero crossing rate,42,0.0,XGBoost
0_Peak to peak distance,1,12.655862855526191,SVR
0_Spectral decrease,2,9.61241142517455,SVR
0_Mean diff,3,9.050552303545432,SVR
0_Spectral variation,4,8.784883552665567,SVR
0_ECDF Percentile_0,5,8.781189190484282,SVR
0_Interquartile range,6,8.50997801576234,SVR
0_Spectral entropy,7,8.244687335234127,SVR
0_LPCC_0,8,7.96973675969326,SVR
0_Absolute energy,9,6.971458583150073,SVR
0_Wavelet absolute mean_27777777.78Hz,10,6.475233807683519,SVR
0_Median,11,6.197803267460311,SVR
0_Max,12,4.529218375506424,SVR
0_MFCC_11,13,4.103452760862522,SVR
0_Slope,14,3.625494877217606,SVR
0_Wavelet absolute mean_125000000.0Hz,15,2.684754537434928,SVR
0_MFCC_5,16,1.94642691220078,SVR
0_Mean,17,1.5556648646675877,SVR
0_Autocorrelation,18,1.419373083661962,SVR
0_MFCC_9,19,0.9754629945298684,SVR
0_MFCC_4,20,0.6980476317706931,SVR
0_Wavelet energy_125000000.0Hz,21,0.4894213784713684,SVR
0_Wavelet entropy,22,0.2976758967353987,SVR
0_Maximum frequency,23,0.2347617496622414,SVR
0_MFCC_0,24,0.095350301994722,SVR
0_Median absolute diff,25,0.0636630321501107,SVR
0_LPCC_1,26,0.0617877708651138,SVR
0_MFCC_8,27,0.0433384873182096,SVR
0_MFCC_10,28,0.0423794598408465,SVR
0_ECDF Percentile_1,29,0.0312151347965378,SVR
0_Negative turning points,30,0.023499053799854,SVR
0_Fundamental frequency,31,0.0203071901731144,SVR
0_Entropy,32,0.0,SVR
0_Histogram mode,33,0.0,SVR
0_LPCC_5,34,0.0,SVR
0_Median diff,35,0.0,SVR
0_LPCC_6,36,0.0,SVR
0_Median frequency,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Spectral roll-on,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,16.31763131714464,Random Forest
0_Absolute energy,2,7.827483241123444,Random Forest
0_Spectral entropy,3,7.698289402675457,Random Forest
0_Autocorrelation,4,6.30004758430748,Random Forest
0_Interquartile range,5,5.414571965536739,Random Forest
0_Spectral variation,6,4.502301451050736,Random Forest
0_Entropy,7,3.918958839342417,Random Forest
0_Wavelet energy_125000000.0Hz,8,3.25696170490949,Random Forest
0_ECDF Percentile_0,9,2.9502369741190377,Random Forest
0_MFCC_11,10,2.543504651756491,Random Forest
0_Wavelet absolute mean_125000000.0Hz,11,2.449706943658111,Random Forest
0_Histogram mode,12,2.284603184055072,Random Forest
0_Wavelet absolute mean_27777777.78Hz,13,1.500605176828732,Random Forest
0_LPCC_0,14,1.1335484692506417,Random Forest
0_Slope,15,1.0512263016216454,Random Forest
0_Mean diff,16,0.93813962366151,Random Forest
0_MFCC_9,17,0.908233854628013,Random Forest
0_ECDF Percentile_1,18,0.846116519291823,Random Forest
0_MFCC_8,19,0.8395355506120092,Random Forest
0_Fundamental frequency,20,0.8276413979972402,Random Forest
0_MFCC_0,21,0.624183840225854,Random Forest
0_MFCC_10,22,0.581336409253891,Random Forest
0_Max,23,0.5639600488026393,Random Forest
0_Wavelet entropy,24,0.5492129770974086,Random Forest
0_Spectral decrease,25,0.516921435316621,Random Forest
0_Median frequency,26,0.4636206826120304,Random Forest
0_Maximum frequency,27,0.4278925254717469,Random Forest
0_Median,28,0.3694024604983317,Random Forest
0_MFCC_5,29,0.3539601278522516,Random Forest
0_Mean,30,0.2247267041581062,Random Forest
0_Zero crossing rate,31,0.1813710695903592,Random Forest
0_LPCC_5,32,0.1740549390800763,Random Forest
0_LPCC_1,33,0.1704996556544831,Random Forest
0_LPCC_6,34,0.1522164340629552,Random Forest
0_MFCC_4,35,0.1399254258298858,Random Forest
0_Median absolute diff,36,0.1072611755723754,Random Forest
0_Spectral positive turning points,37,0.0824583223284377,Random Forest
0_Negative turning points,38,0.0379141283922207,Random Forest
0_Power bandwidth,39,0.0185517155893147,Random Forest
0_Spectral roll-on,40,0.0074695979704459,Random Forest
0_Neighbourhood peaks,41,0.0031262143453583,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,113046049.45478496,Bayesian Ridge
0_Fundamental frequency,2,3317658.319175418,Bayesian Ridge
0_Median frequency,3,2791843.428862062,Bayesian Ridge
0_Power bandwidth,4,1111039.112716908,Bayesian Ridge
0_Spectral roll-on,5,941166.4588000096,Bayesian Ridge
0_MFCC_11,6,1390.254954306293,Bayesian Ridge
0_MFCC_4,7,1219.8572763482184,Bayesian Ridge
0_MFCC_5,8,990.879282450273,Bayesian Ridge
0_MFCC_9,9,856.9089945124485,Bayesian Ridge
0_MFCC_8,10,222.61590713570865,Bayesian Ridge
0_MFCC_0,11,190.59655174256105,Bayesian Ridge
0_MFCC_10,12,88.90120876035002,Bayesian Ridge
0_Absolute energy,13,72.67979884716694,Bayesian Ridge
0_Peak to peak distance,14,8.078814090099614,Bayesian Ridge
0_Spectral decrease,15,7.345504433306581,Bayesian Ridge
0_Autocorrelation,16,5.331498438304285,Bayesian Ridge
0_Spectral positive turning points,17,5.252986549492781,Bayesian Ridge
0_ECDF Percentile_0,18,2.850045886531773,Bayesian Ridge
0_ECDF Percentile_1,19,2.4335978380934504,Bayesian Ridge
0_Max,20,2.147008455832658,Bayesian Ridge
0_Mean,21,1.778059786381533,Bayesian Ridge
0_Zero crossing rate,22,0.5879875522002791,Bayesian Ridge
0_Median,23,0.5780301069456777,Bayesian Ridge
0_Spectral variation,24,0.5751335575864958,Bayesian Ridge
0_Negative turning points,25,0.5188196656179211,Bayesian Ridge
0_Interquartile range,26,0.3323302458851733,Bayesian Ridge
0_Histogram mode,27,0.2447095583676477,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,28,0.1992547995615393,Bayesian Ridge
0_LPCC_0,29,0.1588420872934038,Bayesian Ridge
0_Entropy,30,0.0948379489001473,Bayesian Ridge
0_Spectral entropy,31,0.0658191989663854,Bayesian Ridge
0_Neighbourhood peaks,32,0.0359115155874141,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,33,0.0345795166507444,Bayesian Ridge
0_LPCC_1,34,0.0222071781321733,Bayesian Ridge
0_LPCC_5,35,0.0111130112845332,Bayesian Ridge
0_Slope,36,0.0096293492839628,Bayesian Ridge
0_Wavelet entropy,37,0.0094418523859068,Bayesian Ridge
0_LPCC_6,38,0.0092982745874739,Bayesian Ridge
0_Mean diff,39,0.0036499351452762,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,40,0.0025362861396756,Bayesian Ridge
0_Median absolute diff,41,0.0004375082882623,Bayesian Ridge
0_Median diff,42,0.0,Bayesian Ridge
0_Peak to peak distance,1,33.93408903526987,XGBoost
0_Spectral entropy,2,16.901798614459388,XGBoost
0_Autocorrelation,3,10.458056491601967,XGBoost
0_Interquartile range,4,7.379157733707191,XGBoost
0_Spectral variation,5,4.288675157934551,XGBoost
0_Mean diff,6,3.2760453533147467,XGBoost
0_Absolute energy,7,3.1755800183343696,XGBoost
0_Entropy,8,1.5241560864968222,XGBoost
0_Wavelet absolute mean_27777777.78Hz,9,1.3686384797788382,XGBoost
0_Max,10,1.1332612099381782,XGBoost
0_MFCC_9,11,1.1291219408968936,XGBoost
0_Histogram mode,12,1.015995012183332,XGBoost
0_Slope,13,0.9705977977539412,XGBoost
0_MFCC_0,14,0.9607211419740692,XGBoost
0_MFCC_11,15,0.81110836061351,XGBoost
0_Wavelet absolute mean_125000000.0Hz,16,0.7497675888276347,XGBoost
0_LPCC_0,17,0.7253243744606152,XGBoost
0_Wavelet energy_125000000.0Hz,18,0.687200591614656,XGBoost
0_Fundamental frequency,19,0.573504428088168,XGBoost
0_Spectral positive turning points,20,0.5355269315597604,XGBoost
0_MFCC_4,21,0.5197740658539037,XGBoost
0_ECDF Percentile_0,22,0.4965833438613142,XGBoost
0_LPCC_6,23,0.4422282529715138,XGBoost
0_MFCC_10,24,0.4420137994065784,XGBoost
0_Median,25,0.4082769305300898,XGBoost
0_Wavelet entropy,26,0.3857182910860206,XGBoost
0_MFCC_8,27,0.3676723805351493,XGBoost
0_LPCC_1,28,0.3103027465162178,XGBoost
0_LPCC_5,29,0.294472394976889,XGBoost
0_Maximum frequency,30,0.2798032674742242,XGBoost
0_ECDF Percentile_1,31,0.2636394612544525,XGBoost
0_Mean,32,0.22347307548651,XGBoost
0_MFCC_5,33,0.2211650029299781,XGBoost
0_Spectral decrease,34,0.2019711312062883,XGBoost
0_Median absolute diff,35,0.1576944100340205,XGBoost
0_Negative turning points,36,0.1106487885996078,XGBoost
0_Neighbourhood peaks,37,0.0588204592620333,XGBoost
0_Zero crossing rate,38,0.0486421747268487,XGBoost
0_Median diff,39,0.0,XGBoost
0_Median frequency,40,0.0,XGBoost
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_Peak to peak distance,1,11.345036327186827,SVR
0_Spectral entropy,2,10.210307588926634,SVR
0_Spectral decrease,3,9.800621927682643,SVR
0_LPCC_0,4,8.282945915649451,SVR
0_ECDF Percentile_0,5,7.807230876088203,SVR
0_Spectral variation,6,7.5243787739523,SVR
0_Absolute energy,7,7.39108876822627,SVR
0_Interquartile range,8,7.258776915420408,SVR
0_Mean diff,9,7.239920289000653,SVR
0_Wavelet absolute mean_27777777.78Hz,10,6.00887084635256,SVR
0_Median,11,5.960434805058125,SVR
0_MFCC_11,12,5.755987685857455,SVR
0_Max,13,4.126361869384666,SVR
0_Wavelet absolute mean_125000000.0Hz,14,3.862450327097125,SVR
0_Slope,15,2.834769304865917,SVR
0_Mean,16,2.1033504764579907,SVR
0_Wavelet entropy,17,1.605346609065316,SVR
0_Autocorrelation,18,1.4244417265742606,SVR
0_MFCC_4,19,0.9004404213926074,SVR
0_MFCC_9,20,0.7434903801950241,SVR
0_Wavelet energy_125000000.0Hz,21,0.7430766342886957,SVR
0_Maximum frequency,22,0.5069282218262049,SVR
0_Median diff,23,0.1712313161581728,SVR
0_MFCC_10,24,0.1387966651072572,SVR
0_MFCC_0,25,0.1213473889487752,SVR
0_MFCC_8,26,0.0468530987942853,SVR
0_MFCC_5,27,0.0271152165510361,SVR
0_Power bandwidth,28,0.0237171827820481,SVR
0_LPCC_1,29,0.019424295725998,SVR
0_LPCC_5,30,0.0115867751891242,SVR
0_Histogram mode,31,0.0,SVR
0_ECDF Percentile_1,32,0.0,SVR
0_Entropy,33,0.0,SVR
0_Fundamental frequency,34,0.0,SVR
0_Median absolute diff,35,0.0,SVR
0_LPCC_6,36,0.0,SVR
0_Neighbourhood peaks,37,0.0,SVR
0_Median frequency,38,0.0,SVR
0_Negative turning points,39,0.0,SVR
0_Spectral roll-on,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,16.568811279069937,Random Forest
0_Spectral entropy,2,7.336931269217654,Random Forest
0_Absolute energy,3,6.376993029846468,Random Forest
0_Autocorrelation,4,5.807901682731587,Random Forest
0_Spectral variation,5,5.5291466035966605,Random Forest
0_Interquartile range,6,5.120715501421408,Random Forest
0_Entropy,7,4.393933148817204,Random Forest
0_Wavelet energy_125000000.0Hz,8,4.0360693293698455,Random Forest
0_Histogram mode,9,3.147775838077333,Random Forest
0_Wavelet absolute mean_125000000.0Hz,10,2.133439886603349,Random Forest
0_ECDF Percentile_0,11,2.128636082816341,Random Forest
0_MFCC_11,12,1.9647752437814907,Random Forest
0_Wavelet entropy,13,1.3221881180419432,Random Forest
0_Slope,14,1.279033556837697,Random Forest
0_Mean diff,15,1.1665947358404123,Random Forest
0_LPCC_0,16,0.9813792730997932,Random Forest
0_ECDF Percentile_1,17,0.9779990898606212,Random Forest
0_MFCC_0,18,0.9156315631016392,Random Forest
0_MFCC_8,19,0.8041844042076107,Random Forest
0_Fundamental frequency,20,0.8009429004080595,Random Forest
0_Wavelet absolute mean_27777777.78Hz,21,0.6298501674698045,Random Forest
0_Median frequency,22,0.6224697577599123,Random Forest
0_MFCC_9,23,0.6087023525490427,Random Forest
0_Spectral decrease,24,0.4915638470320498,Random Forest
0_MFCC_10,25,0.4735579850567194,Random Forest
0_Zero crossing rate,26,0.3991573777860031,Random Forest
0_MFCC_5,27,0.3798473124523802,Random Forest
0_Median,28,0.3684924686200606,Random Forest
0_Maximum frequency,29,0.3537719542902275,Random Forest
0_Max,30,0.3388848989545989,Random Forest
0_LPCC_5,31,0.2361605731159759,Random Forest
0_LPCC_6,32,0.2332029884065501,Random Forest
0_LPCC_1,33,0.1942467075470214,Random Forest
0_MFCC_4,34,0.1506607996765524,Random Forest
0_Mean,35,0.138167836881134,Random Forest
0_Negative turning points,36,0.0941750081902214,Random Forest
0_Median absolute diff,37,0.0930939628353963,Random Forest
0_Power bandwidth,38,0.0715185373360912,Random Forest
0_Spectral positive turning points,39,0.0694033990933249,Random Forest
0_Spectral roll-on,40,0.0140411350694795,Random Forest
0_Neighbourhood peaks,41,0.0035098162312681,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,54676216.48263561,Bayesian Ridge
0_Median frequency,2,2689503.2086263224,Bayesian Ridge
0_Power bandwidth,3,1441081.4406160065,Bayesian Ridge
0_Spectral roll-on,4,1316767.961341908,Bayesian Ridge
0_Fundamental frequency,5,652376.7826686285,Bayesian Ridge
0_MFCC_11,6,1365.5380212726673,Bayesian Ridge
0_MFCC_4,7,1185.2659850603372,Bayesian Ridge
0_MFCC_9,8,1091.975677642699,Bayesian Ridge
0_MFCC_5,9,961.8142674550892,Bayesian Ridge
0_MFCC_8,10,350.61871000118606,Bayesian Ridge
0_MFCC_0,11,161.1758280109162,Bayesian Ridge
0_MFCC_10,12,136.06868417901234,Bayesian Ridge
0_Absolute energy,13,43.404174503715005,Bayesian Ridge
0_Peak to peak distance,14,7.207905155076658,Bayesian Ridge
0_Autocorrelation,15,6.921787530758382,Bayesian Ridge
0_Spectral decrease,16,6.165304094363975,Bayesian Ridge
0_Spectral positive turning points,17,2.954089512170893,Bayesian Ridge
0_ECDF Percentile_0,18,2.476530979678732,Bayesian Ridge
0_ECDF Percentile_1,19,2.3235581515861816,Bayesian Ridge
0_Max,20,2.2471203059471057,Bayesian Ridge
0_Mean,21,1.643666479385997,Bayesian Ridge
0_Interquartile range,22,0.6667255592158746,Bayesian Ridge
0_Zero crossing rate,23,0.6272646641530109,Bayesian Ridge
0_Median,24,0.5979062107893968,Bayesian Ridge
0_Negative turning points,25,0.568883194378735,Bayesian Ridge
0_Spectral variation,26,0.4649201954075142,Bayesian Ridge
0_Neighbourhood peaks,27,0.2033672777967788,Bayesian Ridge
0_Histogram mode,28,0.1633535349745209,Bayesian Ridge
0_Spectral entropy,29,0.1356832690231732,Bayesian Ridge
0_LPCC_0,30,0.1222978121962792,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,31,0.1160671874264344,Bayesian Ridge
0_Entropy,32,0.0880385146777723,Bayesian Ridge
0_LPCC_1,33,0.0608812878195252,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,34,0.0284902719875325,Bayesian Ridge
0_LPCC_6,35,0.0172803236582458,Bayesian Ridge
0_LPCC_5,36,0.0127688969312372,Bayesian Ridge
0_Slope,37,0.0090100464957528,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,38,0.0080801583552828,Bayesian Ridge
0_Wavelet entropy,39,0.0052751774019636,Bayesian Ridge
0_Mean diff,40,0.00207724749367,Bayesian Ridge
0_Median absolute diff,41,0.0004453165778551,Bayesian Ridge
0_Median diff,42,0.0001545405134488,Bayesian Ridge
0_Peak to peak distance,1,30.94613864351007,XGBoost
0_Spectral entropy,2,19.831904818323665,XGBoost
0_Autocorrelation,3,14.257447489987255,XGBoost
0_Spectral variation,4,4.196386498671165,XGBoost
0_Entropy,5,4.0905789147971205,XGBoost
0_Absolute energy,6,3.85112513311524,XGBoost
0_Interquartile range,7,3.384556871076674,XGBoost
0_Mean diff,8,1.5673228142777458,XGBoost
0_MFCC_11,9,1.1650072896981611,XGBoost
0_MFCC_8,10,1.0203914418782725,XGBoost
0_Wavelet absolute mean_125000000.0Hz,11,0.961700042883307,XGBoost
0_Max,12,0.9195790411126488,XGBoost
0_Wavelet energy_125000000.0Hz,13,0.9106638943812504,XGBoost
0_Histogram mode,14,0.8976661224415526,XGBoost
0_MFCC_5,15,0.753204635866483,XGBoost
0_Slope,16,0.7089352514923551,XGBoost
0_LPCC_0,17,0.6667466061298425,XGBoost
0_ECDF Percentile_0,18,0.6262286278092614,XGBoost
0_Fundamental frequency,19,0.571665423262616,XGBoost
0_Wavelet entropy,20,0.4678839004730183,XGBoost
0_MFCC_10,21,0.465708687020559,XGBoost
0_MFCC_9,22,0.4407417021583766,XGBoost
0_LPCC_1,23,0.3629374364640565,XGBoost
0_Spectral positive turning points,24,0.3334256277139609,XGBoost
0_Negative turning points,25,0.3015099598587802,XGBoost
0_Wavelet absolute mean_27777777.78Hz,26,0.270758417596078,XGBoost
0_MFCC_4,27,0.2683587874224409,XGBoost
0_Median frequency,28,0.2317977819482485,XGBoost
0_LPCC_6,29,0.2116188555386227,XGBoost
0_Mean,30,0.2052644216777135,XGBoost
0_Median,31,0.1818541367920116,XGBoost
0_Neighbourhood peaks,32,0.1807522639846119,XGBoost
0_ECDF Percentile_1,33,0.1462613652765751,XGBoost
0_Maximum frequency,34,0.1440810189995837,XGBoost
0_MFCC_0,35,0.1362552194868524,XGBoost
0_LPCC_5,36,0.1339224632086853,XGBoost
0_Spectral decrease,37,0.1069785453246285,XGBoost
0_Zero crossing rate,38,0.0962792906746268,XGBoost
0_Median diff,39,0.0,XGBoost
0_Median absolute diff,40,0.0,XGBoost
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_ECDF Percentile_0,1,10.152523911294102,SVR
0_Spectral entropy,2,9.172836425829455,SVR
0_Interquartile range,3,9.09462479821356,SVR
0_Peak to peak distance,4,8.878283022774424,SVR
0_Spectral variation,5,8.635941560555636,SVR
0_Spectral decrease,6,6.51646690123053,SVR
0_Mean diff,7,6.283680233626271,SVR
0_Absolute energy,8,6.088390174750031,SVR
0_Wavelet absolute mean_27777777.78Hz,9,6.021778422637929,SVR
0_Median,10,5.62853662529282,SVR
0_LPCC_0,11,5.1162854915574405,SVR
0_Slope,12,3.7339628379388734,SVR
0_Wavelet absolute mean_125000000.0Hz,13,3.012526533084566,SVR
0_Max,14,2.9920130423705107,SVR
0_Autocorrelation,15,2.8994979884997427,SVR
0_MFCC_5,16,2.552613147450288,SVR
0_MFCC_11,17,2.46035181909448,SVR
0_Mean,18,1.0091541392927752,SVR
0_Maximum frequency,19,0.7552234352876498,SVR
0_MFCC_9,20,0.5298143534506438,SVR
0_Wavelet entropy,21,0.3366973301070335,SVR
0_MFCC_10,22,0.3306837987606664,SVR
0_Wavelet energy_125000000.0Hz,23,0.2390508987682557,SVR
0_ECDF Percentile_1,24,0.1869144438892096,SVR
0_MFCC_0,25,0.0989171439958436,SVR
0_Spectral roll-on,26,0.0614837278453553,SVR
0_Entropy,27,0.0521519991044263,SVR
0_LPCC_5,28,0.0352067967616725,SVR
0_LPCC_1,29,0.0194946130378518,SVR
0_Fundamental frequency,30,0.0,SVR
0_Histogram mode,31,0.0,SVR
0_LPCC_6,32,0.0,SVR
0_MFCC_4,33,0.0,SVR
0_MFCC_8,34,0.0,SVR
0_Median diff,35,0.0,SVR
0_Median absolute diff,36,0.0,SVR
0_Negative turning points,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Median frequency,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,15.49762532489494,Random Forest
0_Spectral entropy,2,8.80949251253942,Random Forest
0_Absolute energy,3,6.61195314875544,Random Forest
0_Interquartile range,4,5.619384443439218,Random Forest
0_Autocorrelation,5,5.264783454488122,Random Forest
0_Spectral variation,6,5.18634940632503,Random Forest
0_Entropy,7,4.444444125011284,Random Forest
0_ECDF Percentile_0,8,3.282391423992549,Random Forest
0_Wavelet energy_125000000.0Hz,9,3.142842821833844,Random Forest
0_Histogram mode,10,2.4909503450727093,Random Forest
0_MFCC_11,11,1.793466374495797,Random Forest
0_Wavelet absolute mean_125000000.0Hz,12,1.759313037388741,Random Forest
0_Slope,13,1.112224465269301,Random Forest
